tool_type,title,created,updated,custodian,author,description,subject_area,support_name,sql_query,database_name,uw_profile
Visualization,Summary of Research Proposal Counts and Amounts,7/7/2021,8/1/19,Jim Kresl,Grzegorz Grabowski,"The Summary of Research Proposal Counts and Amounts dashboard facilitates understanding of trends for research proposal counts and nominal research proposal amounts over time, broken down by funding entity categories. The data that populate the dashboard are sourced from the Research Administration Data (RAD) tables in the EDWPresentation database. What is the period we&rsquo;re looking at? The dashboard time period covers a 10-fiscal year rolling window. By default, all",Human Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Summary of Research Award Counts and Amounts,7/7/2021,8/1/19,Jim Kresl,Grzegorz Grabowski,"The Summary of Research Award Counts and Amounts dashboard facilitates understanding of trends for research award counts and nominal research award amounts over time, broken down by funding entity categories. The data that populate the dashboard are sourced from the Research Administration Data (RAD) tables in the EDWPresentation database. What is the period we&rsquo;re looking at? The dashboard time period covers a 10-fiscal year rolling window. By default, all the values ar",Human Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Course Progress in Major,7/7/2021,10/22/19,University Registrar and Chief Officer of Enrollment Information Services,Dev Nambi and Crystal Eney,"The Course Progress in Major dashboard displays the course status (grades and registration) for courses commonly taken by students in each major. These ‘frequent’ courses are typically prerequisites to earn a degree in that major. The purpose of the visualization is to show students’ progress in their major, so advisors can quickly identify students who should be contacted. What is the measure we’re tracking? The graphs show course status, which is a",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
Visualization,Exit Survey for Doctoral,7/7/2021,10/30/17,University Registrar and Chief Officer of Enrollment Information Services,Jennifer Lehner/Ross Lordon,"The Exit Survey for Doctoral Graduate Students storyboard displays responses to survey questions from the Graduate Student Exit Survey taken by doctoral students at the time they submit a graduation request with the Graduate School, and allows the user to break down the responses by various characteristics of interest (e.g. gender, residency, race/ethnicity, degree, college degree program, etc.). The Graduate School conducts an exit survey of all graduate students requesting",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
Visualization,"Exit Survey for Masters, Practice Doc, and Ed Specialist",7/7/2021,10/30/17,University Registrar and Chief Officer of Enrollment Information Services,Jennifer Lehner/Ross Lordon,"The Exit Survey for Masters, Practice Doc, and Ed Specialist Graduate Students storyboard displays responses to survey questions from the Graduate Student Exit Survey presented to graduate students at the time they receive a graduation confirmation email from the Graduate School. (Prior to Summer Quarter 2016, the survey was presented to students at the time they filed a graduation request with the Graduate School but prior to actual graduation). This storyboard allows the user t",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
Visualization,Faculty Demographic Trends,7/7/2021,11/13/19,Peg Stuart,Courtney Drake,"The Faculty Demographic Trends dashboard displays a point-in-time snapshot of faculty demographic data captured each autumn quarter, beginning in autumn 2010. Due to changes in data infrastructure, this report has been split into two dashboards: <ul> <li>Faculty Demographic Trends (2010 to 2016)</li> <li>Faculty Demographic Trends (2017 and later)</li> </ul> <h3>How to Get Support:</h3> <ul> <li>Data questions: Office of Academic Personnel (<a href=""mailto:acaddata@uw.edu"">acadda",University Advancement,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
Visualization,Graduate Student Accept Offer Survey,7/7/2021,10/18/17,Dean of Graduate School,Graduate School - Jennifer Lehner / Ross Lordon,"The Graduate Student Accept Offer Survey Dashboard displays responses to survey questions from the Graduate Student Accept Offer Survey. Students take this survey at the time they accept their offer of enrollment for graduate studies at UW in MyGradProgram. Dashboard users are able to filter and break down the data based on academic characteristics of interest (e.g. college, department, major) and demographic characteristics of interest (e.g. degree level, residency, ethnicity, g",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
Visualization,Graduate Student Decline Offer Survey,7/7/2021,10/18/17,Dean of Graduate School,Graduate School - Jennifer Lehner / Ross Lordon,"The Graduate Student Decline Offer Survey Dashboard displays responses to survey questions from the Graduate Student Decline Offer Survey. Students take this survey at the time they decline their offer of enrollment for graduate studies at UW in MyGradProgram. Dashboard users are able to filter and break down the data based on academic characteristics of interest (e.g. college, department, major) and demographic characteristics of interest (e.g. degree level, residency, ethnicity",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
Visualization,Washington State Award Production,7/7/2021,10/31/17,Dean of Graduate School,Central Puget Sound Higher Education - Jeremy Caci,"The Washington State Award Program displays trends from Li Europan lingues es membres del sam familie. Lor separat existentie es un myth. Por scientie, musica, sport etc, litot Europa usa li sam vocabular. Li lingues differe solmen in li grammatica, li pronunciation e li plu commun vocabules. Omnicos directe al desirabilite de un nov lingua franca: On refusa continuar payar custosi traductores. At solmen va esser necessi far uniform grammatica, pronunciation e plu sommun paroles. Ma quande",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
Visualization,Employment Projections,7/7/2021,10/31/17,Dean of Graduate School,Central Puget Sound Higher Education - Jeremy Caci,"The Employment Projections visualization displays alternative state specific trends of Li Europan lingues es membres del sam familie. Lor separat existentie es un myth. Por scientie, musica, sport etc, litot Europa usa li sam vocabular. Li lingues differe solmen in li grammatica, li pronunciation e li plu commun vocabules. Omnicos directe al desirabilite de un nov lingua franca: On refusa continuar payar custosi traductores. At solmen va esser necessi far uniform grammatica, pronunci",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
Visualization,Overview of Research Total Expenditures,7/7/2021,8/1/19,Jim Kresl,Grzegorz Grabowski,"The Overview of Research Total Expenditures dashboard helps users to understand trends in total research expenditures amounts (nominal or inflation-adjusted) over time, broken down by federal/non-federal sources, direct/indirect, and expenditure type categories. The data that populate the dashboard are sourced from the Research Administration Data (RAD) tables in the EDWPresentation database. What is the time period for the data? The dashboard time period covers a 10-fiscal year rolling win",Human Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Comparison of Research Direct and Indirect Expenditures,7/7/2021,8/1/19,Jim Kresl,Grzegorz Grabowski,"The Comparison of Research Direct and Indirect Expenditures dashboard allows users to explore direct and indirect expenditure amount trends over time. Users can filter the data by expenditure type, department, and fiscal year and month. The data that populate the dashboard are sourced from the Research Administration Data (RAD) tables in the EDWPresentation database. What is the time period for the data? The dashboard time period covers a 10-fiscal year rolling window. By default, all",Human Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Summary of Research Total Expenditures by Funding Entities,7/7/2021,8/1/19,Jim Kresl,Grzegorz Grabowski,The Summary of Research Total Expenditures by Funding Entities dashboard helps users to visualize the amount of total expenditures by funding source. Users can view the expense data by either nominal or inflation-adjusted amounts. The dashboard allows users to filter by department or by fiscal year and month. The data that populate the dashboard are sourced from the Research Administration Data (RAD) tables in the EDWPresentation database. What is the time period for the data? The dashboard,Human Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
