TermTitle,TermDefinition,ReportTitle,document_id
In OSP Date,"For proposals, this is the date when all campus approvals have been secured and the proposal is first routed to OSP for review. In terms of awards this is the status of a Funding Action when it is first initiated by OSP (for further information see award statuses)",Research Proposals,102
Principal Investigator,"The Principle Investigator is the person responsible for all expenditures placed on a budget, as well as for making sure that all conditions and requirements conditional to the funding of the budget are fulfilled. For grant and contract budgets this is generally the research scientists who applied for the funding.",Research Proposals,102
Principal Investigator ID,This is a nine-digit employee identification number assigned to the individual designated as Principal Investigator.,Research Proposals,102
Budget Name,"<p><span id=""lblLongDef"">A title or description of a budget number. The budget name may be up to 30 characters in length.</span></p>",Research Proposals,102
eGC1 ID,"Electronic Grant and Contract Form 1 (eGC1) is the internal electronic mechanism for the routing and approval of research proposals. Each eGC1 in SAGE receives a unique Alpha/Numeric ID which begins with the letter ""A""",Research Proposals,102
In GCA Date,The date at which the Office of Sponsored Programs (OSP) first sends an electronic Funding Action (eFA) to Grant and Contract Accounting (GCA) for budget set-up.,Research Subawards,140
Project Period,For Grant budgets. The total time period stated in the Notice of Grant Award (including any amendments) for which Federal support is recommended. The project period may consist of one or more budget periods. It does not constitute a commitment by the Federal government to fund the entire project period.,Research Subawards,140
Award Status,"An internal UW status in the electronic system which indicates where the eFA is in the award process. The statuses include: In OSP: Indicates that OSP has received a notice of an award and has initiated the award review process. Approved: The official acceptance of the terms and conditions of the award by OSP. However, outstanding compliance issues may prevent the transfer of the award paperwork to GCA for budget set up. Sent to GCA: All compliance issues have been resolved and OSP has sent the notice to GCA for budget set up and data entry into the financial system. Returned by GCA: During the budget set-up process, questions about the terms of the award have arisen. GCA has returned the paper work for resolution. Re-sent by OSP: Any pending questions have been resolved and OSP has resent the award to GCA. Processed: GCA has set up a budget, completed all the data entry in the financial system and campus is notified that they now have authority to spend for the project.",Research Subawards,140
Sponsor Name,The official name of any funding agency external to the university who funds university research activities.,Research Subawards,140
Project Type,Indicates whether the funding mechanism used for the project is a grant or a contract.,Research Subawards,140
Parent Application Type,"An Application Type is a descriptor used to classify and organize the proposal with respect to the Grant Lifecycle. In the case of a ""Parent"", this application may have other applications as ""children"".",Research Subawards,140
